#T	Eprom	Mprom
2.00	-0.00920	0.00096
2.00	-0.00960	0.00098
2.00	-0.01000	0.00100
2.00	-0.00960	0.00098
2.00	-0.00780	0.00086
2.00	-0.00720	0.00080
2.00	-0.00920	0.00096
2.00	-0.00920	0.00096
2.00	-0.00860	0.00092
2.00	-0.00820	0.00086
2.00	-0.00780	0.00088
2.00	-0.00900	0.00094
2.00	-0.00920	0.00096
2.00	-0.00920	0.00096
2.00	-0.00960	0.00098
2.00	-0.00880	0.00090
2.00	-0.00840	0.00088
2.00	-0.00900	0.00094
2.00	-0.00960	0.00098
2.00	-0.00920	0.00096
2.00	-0.01000	0.00100
2.00	-0.00900	0.00094
2.00	-0.00940	0.00096
2.00	-0.00880	0.00094
2.00	-0.00960	0.00098
2.00	-0.00920	0.00096
2.00	-0.00920	0.00096
2.00	-0.00780	0.00086
2.00	-0.00920	0.00096
2.00	-0.00880	0.00094
2.00	-0.00960	0.00098
2.00	-0.00900	0.00094
2.00	-0.00840	0.00090
2.00	-0.00800	0.00088
2.00	-0.00840	0.00092
2.00	-0.00860	0.00092
2.00	-0.00960	0.00098
2.00	-0.00880	0.00094
2.00	-0.00960	0.00098
2.00	-0.00780	0.00084
2.00	-0.00820	0.00086
2.00	-0.00940	0.00096
2.00	-0.00920	0.00096
2.00	-0.00800	0.00088
2.00	-0.00860	0.00092
2.00	-0.00960	0.00098
2.00	-0.00860	0.00092
2.00	-0.00880	0.00094
2.00	-0.00940	0.00096
2.00	-0.00960	0.00098
2.00	-0.00920	0.00096
2.00	-0.00800	0.00086
2.00	-0.00840	0.00088
2.00	-0.00680	0.00074
2.00	-0.00920	0.00096
2.00	-0.00880	0.00094
2.00	-0.00840	0.00092
2.00	-0.00840	0.00092
2.00	-0.00900	0.00094
2.00	-0.00880	0.00094
2.00	-0.00960	0.00098
2.00	-0.00920	0.00096
2.00	-0.00920	0.00096
2.00	-0.00940	0.00096
2.00	-0.00820	0.00088
2.00	-0.00900	0.00094
2.00	-0.01000	0.00100
2.00	-0.00860	0.00092
2.00	-0.00820	0.00088
2.00	-0.00840	0.00092
2.00	-0.00760	0.00082
2.00	-0.00960	0.00098
2.00	-0.00880	0.00092
2.00	-0.01000	0.00100
2.00	-0.00880	0.00086
2.00	-0.00860	0.00092
2.00	-0.00740	0.00084
2.00	-0.00960	0.00098
2.00	-0.00920	0.00096
2.00	-0.00920	0.00096
2.00	-0.00900	0.00094
2.00	-0.00840	0.00086
2.00	-0.00920	0.00094
2.00	-0.00840	0.00088
2.00	-0.00920	0.00096
2.00	-0.00960	0.00098
2.00	-0.01000	0.00100
2.00	-0.00880	0.00092
2.00	-0.00860	0.00092
2.00	-0.00900	0.00092
2.00	-0.00900	0.00094
2.00	-0.01000	0.00100
2.00	-0.00780	0.00088
2.00	-0.00880	0.00092
2.00	-0.00820	0.00090
2.00	-0.00900	0.00094
2.00	-0.00840	0.00090
2.00	-0.00820	0.00088
2.00	-0.00880	0.00092
2.00	-0.00920	0.00096
2.00	-0.00920	0.00096
2.00	-0.00860	0.00092
2.00	-0.00820	0.00090
2.00	-0.00840	0.00090
2.00	-0.01000	0.00100
2.00	-0.01000	0.00100
2.00	-0.00920	0.00096
2.00	-0.00940	0.00096
2.00	-0.00860	0.00082
2.00	-0.01000	0.00100
2.00	-0.01000	0.00100
2.00	-0.00820	0.00088
2.00	-0.00960	0.00098
2.00	-0.01000	0.00100
2.00	-0.00940	0.00096
2.00	-0.00920	0.00094
2.00	-0.00780	0.00078
2.00	-0.00960	0.00098
2.00	-0.00860	0.00092
2.00	-0.00780	0.00082
2.00	-0.00860	0.00090
2.00	-0.00700	0.00072
2.00	-0.00920	0.00096
2.00	-0.00960	0.00098
2.00	-0.00960	0.00098
2.00	-0.00900	0.00094
2.00	-0.00880	0.00094
2.00	-0.00740	0.00068
2.00	-0.00600	0.00026
2.00	-0.00960	0.00098
2.00	-0.00960	0.00098
2.00	-0.00760	0.00086
2.00	-0.00860	0.00092
2.00	-0.00900	0.00094
2.00	-0.00960	0.00098
2.00	-0.00820	0.00090
