t,Sol_x,Sol_y,Mercurio_x,Mercurio_y,Venus_x,Venus_y,Tierra_x,Tierra_y,Marte_x,Marte_y,Jupiter_x,Jupiter_y,Saturno_x,Saturno_y,Urano_x,Urano_y,Neptuno_x,Neptuno_y,
25.000000,0.003825,0.081640,-0.247784,0.367060,0.328323,-0.563311,0.973446,0.325976,-0.349703,1.564273,4.231273,3.127723,5.509471,-7.700153,-5.771908,18.056268,17.357713,24.357738,
25.100000,0.003947,0.081730,0.102846,-0.289950,0.724471,0.021911,0.644607,0.849046,-0.815938,1.366649,4.064736,3.347190,5.674391,-7.580136,-5.909208,18.010096,17.263452,24.423143,
25.200000,0.004084,0.081828,0.106771,0.451649,0.430891,0.664479,0.070825,1.078653,-1.191600,1.027103,3.886871,3.557546,5.836726,-7.456623,-6.046162,17.962870,17.168934,24.488185,
25.300000,0.004233,0.081938,-0.249722,-0.202229,-0.271772,0.747427,-0.528431,0.926460,-1.435177,0.583150,3.698178,3.758208,5.996401,-7.329671,-6.182759,17.914594,17.074161,24.552864,
25.400000,0.004391,0.082058,0.370940,0.205062,-0.707126,0.187943,-0.923261,0.450304,-1.519742,0.083837,3.499184,3.948618,6.153344,-7.199336,-6.318992,17.865270,16.979133,24.617179,
25.500000,0.004557,0.082189,-0.370009,0.143517,-0.452603,-0.474069,-0.961771,-0.167261,-1.435920,-0.415664,3.290447,4.128249,6.307482,-7.065677,-6.454854,17.814901,16.883853,24.681128,
25.600000,0.004730,0.082328,0.313544,-0.150063,0.244662,-0.598409,-0.629050,-0.689009,-1.192941,-0.860153,3.072552,4.296600,6.458744,-6.928756,-6.590335,17.763489,16.788321,24.744710,
25.700000,0.004911,0.082475,-0.145543,0.432926,0.712018,-0.068037,-0.053026,-0.914735,-0.817617,-1.200498,2.846108,4.453208,6.607060,-6.788633,-6.725427,17.711037,16.692539,24.807926,
25.800000,0.005103,0.082631,-0.014760,-0.300342,0.502383,0.606617,0.545280,-0.758332,-0.351397,-1.399065,2.611748,4.597637,6.752364,-6.645373,-6.860124,17.657548,16.596509,24.870773,
25.900000,0.005304,0.082798,0.216961,0.404289,-0.183849,0.778184,0.937009,-0.280187,0.154224,-1.433891,2.370128,4.729490,6.894588,-6.499040,-6.994415,17.603025,16.500231,24.933251,
26.000000,0.005513,0.082979,-0.323725,-0.107328,-0.686722,0.278813,0.972754,0.336691,0.643393,-1.301109,2.121923,4.848402,7.033667,-6.349701,-7.128295,17.547470,16.403708,24.995358,
26.100000,0.005728,0.083172,0.392642,0.089470,-0.518479,-0.410176,0.638981,0.856639,1.062081,-1.015377,1.867826,4.954046,7.169536,-6.197423,-7.261754,17.490887,16.306940,25.057094,
26.200000,0.005948,0.083376,-0.330675,0.259219,0.157542,-0.622087,0.063103,1.080796,1.364053,-0.608253,1.608546,5.046132,7.302134,-6.042276,-7.394784,17.433279,16.209929,25.118458,
26.300000,0.006174,0.083593,0.229412,-0.231014,0.688526,-0.155093,-0.534586,0.922938,1.515975,-0.124703,1.344807,5.124407,7.431400,-5.884330,-7.527378,17.374650,16.112677,25.179448,
26.400000,0.006406,0.083823,-0.028033,0.464726,0.566147,0.540741,-0.924746,0.443105,1.501096,0.381873,1.077344,5.188658,7.557274,-5.723656,-7.659528,17.315001,16.015184,25.240064,
26.500000,0.006642,0.084067,-0.130036,-0.273011,-0.092557,0.798084,-0.957242,-0.174686,1.321088,0.855536,0.806902,5.238709,7.679698,-5.560328,-7.791225,17.254336,15.917452,25.300305,
26.600000,0.006879,0.084325,0.307186,0.326594,-0.654758,0.366946,-0.619457,-0.693083,0.995864,1.243990,0.534236,5.274427,7.798616,-5.394420,-7.922462,17.192660,15.819484,25.360170,
26.700000,0.007117,0.084597,-0.364632,0.007084,-0.575594,-0.337787,-0.041238,-0.913135,0.561378,1.504348,0.260103,5.295716,7.913974,-5.226008,-8.053232,17.129974,15.721279,25.419658,
26.800000,0.007355,0.084879,0.378042,-0.026119,0.068175,-0.633882,0.555584,-0.750866,0.065657,1.607881,-0.014732,5.302522,8.025718,-5.055167,-8.183525,17.066283,15.622839,25.478768,
26.900000,0.007595,0.085172,-0.257444,0.357976,0.654227,-0.237810,0.942744,-0.268858,-0.436505,1.543186,-0.289505,5.294829,8.133797,-4.881976,-8.313335,17.001590,15.524167,25.537499,
27.000000,0.007837,0.085477,0.124213,-0.281308,0.621027,0.468001,0.972593,0.348459,-0.889606,1.317451,-0.563453,5.272664,8.238161,-4.706514,-8.442653,16.935899,15.425263,25.595849,
27.100000,0.008082,0.085797,0.093059,0.459870,0.000497,0.806902,0.633850,0.865300,-1.243574,0.955657,-0.835813,5.236092,8.338762,-4.528859,-8.571472,16.869213,15.326128,25.653819,
27.200000,0.008326,0.086133,-0.231749,-0.210081,-0.611874,0.451038,0.055836,1.084017,-1.459294,0.497806,-1.105830,5.185220,8.435554,-4.349095,-8.699784,16.801535,15.226765,25.711407,
27.300000,0.008567,0.086483,0.368895,0.226403,-0.623189,-0.257944,-0.540309,0.920498,-1.512919,-0.005496,-1.372754,5.120193,8.528493,-4.167301,-8.827581,16.732871,15.127175,25.768613,
27.400000,0.008803,0.086846,-0.368303,0.129860,-0.022194,-0.633546,-0.925803,0.437019,-1.398503,-0.498625,-1.635844,5.041196,8.617536,-3.983561,-8.954856,16.663223,15.027358,25.825435,
27.500000,0.009034,0.087221,0.328429,-0.130574,0.609520,-0.314860,-0.952309,-0.180923,-1.128647,-0.927074,-1.894371,4.948452,8.702641,-3.797959,-9.081601,16.592595,14.927317,25.881872,
27.600000,0.009262,0.087607,-0.157822,0.430244,0.665993,0.389585,-0.609544,-0.695874,-0.733119,-1.243467,-2.147617,4.842223,8.783770,-3.610579,-9.207809,16.520991,14.827054,25.937924,
27.700000,0.009486,0.088005,0.007827,-0.295688,0.093552,0.804476,-0.029272,-0.910191,-0.255576,-1.412792,-2.394881,4.722808,8.860885,-3.421507,-9.333471,16.448416,14.726568,25.993590,
27.800000,0.009705,0.088415,0.205877,0.419361,-0.558991,0.529537,0.565919,-0.742059,0.251254,-1.416273,-2.635477,4.590541,8.933950,-3.230829,-9.458581,16.374873,14.625863,26.048868,
27.900000,0.009918,0.088837,-0.309824,-0.117268,-0.660547,-0.172109,0.948399,-0.256223,0.731388,-1.253460,-2.868741,4.445792,9.002933,-3.038632,-9.583130,16.300366,14.524939,26.103758,
28.000000,0.010123,0.089269,0.396292,0.113555,-0.112173,-0.621113,0.972286,0.361492,1.131780,-0.942288,-3.094025,4.288968,9.067801,-2.845004,-9.707112,16.224901,14.423798,26.158260,
28.100000,0.010323,0.089710,-0.334389,0.248947,0.554981,-0.385038,0.628551,0.875185,1.408197,-0.517096,-3.310706,4.120505,9.128525,-2.650032,-9.830518,16.148480,14.322441,26.212371,
28.200000,0.010517,0.090161,0.248338,-0.213766,0.700228,0.306698,0.048412,1.088450,1.530113,-0.024832,-3.518186,3.940875,9.185076,-2.453806,-9.953342,16.071108,14.220871,26.266092,
28.300000,0.010704,0.090624,-0.041894,0.469239,0.185062,0.790850,-0.546182,0.919308,1.484086,0.480147,-3.715890,3.750577,9.237429,-2.256416,-10.075576,15.992790,14.119087,26.319421,
28.400000,0.010883,0.091099,-0.108628,-0.272303,-0.497046,0.601223,-0.927059,0.432243,1.275243,0.942090,-3.903273,3.550142,9.285559,-2.057951,-10.197213,15.913530,14.017092,26.372357,
28.500000,0.011050,0.091585,0.299559,0.347553,-0.687171,-0.081663,-0.947677,-0.185817,0.926696,1.310017,-4.079815,3.340128,9.329444,-1.858502,-10.318244,15.833332,13.914888,26.424901,
28.600000,0.011205,0.092078,-0.356409,-0.003437,-0.200398,-0.596797,-0.600041,-0.697331,0.476984,1.543346,-4.245031,3.121119,9.369065,-1.658161,-10.438664,15.752201,13.812476,26.477050,
28.700000,0.011348,0.092576,0.386823,-0.001067,0.491382,-0.447258,-0.017808,-0.905945,-0.024193,1.616369,-4.398462,2.893724,9.404402,-1.457017,-10.558465,15.670142,13.709857,26.528804,
28.800000,0.011482,0.093080,-0.266374,0.352633,0.723113,0.220574,0.575660,-0.731984,-0.521461,1.521084,-4.539686,2.658575,9.435440,-1.255165,-10.677639,15.587160,13.607032,26.580162,
28.900000,0.011608,0.093590,0.145196,-0.267483,0.273533,0.766187,0.953357,-0.242376,-0.959881,1.268073,-4.668312,2.416325,9.462164,-1.052695,-10.796180,15.503259,13.504004,26.631124,
29.000000,0.011724,0.094106,0.078798,0.471589,-0.427110,0.664932,0.971184,0.375643,-1.291017,0.885341,-4.783986,2.167647,9.484562,-0.849700,-10.914079,15.418443,13.400774,26.681688,
29.100000,0.011829,0.094630,-0.213812,-0.212945,-0.702735,0.011915,0.622401,0.886074,-1.478278,0.415220,-4.886389,1.913231,9.502623,-0.646272,-11.031331,15.332719,13.297343,26.731853,
29.200000,0.011921,0.095160,0.365236,0.251690,-0.285506,-0.561006,0.040142,1.093790,-1.500970,-0.090302,-4.975237,1.653782,9.516340,-0.442505,-11.147928,15.246090,13.193713,26.781619,
29.300000,0.012001,0.095693,-0.366759,0.120293,0.419721,-0.500436,-0.552870,0.918983,-1.356577,-0.575329,-5.050286,1.390021,9.525706,-0.238492,-11.263863,15.158561,13.089885,26.830986,
29.400000,0.012068,0.096229,0.341343,-0.106493,0.734143,0.132747,-0.929118,0.428332,-1.061039,-0.986229,-5.111328,1.122679,9.530717,-0.034326,-11.379128,15.070139,12.985862,26.879951,
29.500000,0.012124,0.096768,-0.171206,0.430798,0.357317,0.730918,-0.943876,-0.189850,-0.646991,-1.277561,-5.158195,0.852497,9.531370,0.169900,-11.493718,14.980827,12.881643,26.928515,
29.600000,0.012167,0.097311,0.028712,-0.286238,-0.350450,0.719568,-0.591434,-0.697953,-0.160152,-1.417082,-5.190757,0.580225,9.527665,0.374093,-11.607625,14.890631,12.777232,26.976677,
29.700000,0.012196,0.097855,0.192439,0.437517,-0.707060,0.107064,-0.007337,-0.900914,0.345709,-1.389309,-5.208925,0.306616,9.519604,0.578159,-11.720841,14.799557,12.672629,27.024435,
29.800000,0.012211,0.098399,-0.297295,-0.123022,-0.366231,-0.514371,0.584303,-0.721223,0.814711,-1.197229,-5.212649,0.032430,9.507190,0.782006,-11.833361,14.707609,12.567836,27.071789,
29.900000,0.012212,0.098940,0.396787,0.141164,0.341037,-0.543854,0.957153,-0.227990,1.195029,-0.861983,-5.201917,-0.241573,9.490430,0.985539,-11.945177,14.614792,12.462855,27.118738,
30.000000,0.012204,0.099479,-0.339793,0.241739,0.733101,0.044464,0.968928,0.390189,1.444622,-0.420541,-5.176759,-0.514634,9.469330,1.188667,-12.056283,14.521113,12.357687,27.165282,
30.100000,0.012185,0.100017,0.264062,-0.192557,0.435040,0.685506,0.615141,0.897264,1.535890,0.078376,-5.137245,-0.785996,9.443902,1.391296,-12.166671,14.426576,12.252333,27.211420,
30.200000,0.012156,0.100554,-0.058482,0.476017,-0.268361,0.764148,0.030780,1.099383,1.458735,0.579685,-5.083482,-1.054907,9.414155,1.593334,-12.276336,14.331187,12.146796,27.257150,
30.300000,0.012114,0.101092,-0.089956,-0.267805,-0.700115,0.202157,-0.560656,0.918865,1.221683,1.028034,-5.015620,-1.320620,9.380105,1.794689,-12.385270,14.234952,12.041077,27.302473,
30.400000,0.012058,0.101627,0.288130,0.370729,-0.441344,-0.457705,-0.932274,0.424581,0.850940,1.373935,-4.933844,-1.582399,9.341767,1.995269,-12.493467,14.137876,11.935176,27.347387,
30.500000,0.011987,0.102157,-0.350630,-0.011137,0.256505,-0.576935,-0.941157,-0.193744,0.387487,1.579235,-4.838381,-1.839517,9.299158,2.194981,-12.600920,14.039964,11.829097,27.391891,
30.600000,0.011905,0.102681,0.391344,0.026594,0.720001,-0.043019,-0.583915,-0.698432,-0.117463,1.621330,-4.729494,-2.091261,9.252298,2.393736,-12.707622,13.941223,11.722840,27.435986,
30.700000,0.011812,0.103198,-0.278220,0.348892,0.505501,0.630567,0.001997,-0.895747,-0.608130,1.495655,-4.607482,-2.336933,9.201209,2.591442,-12.813568,13.841659,11.616407,27.479669,
30.800000,0.011709,0.103709,0.162207,-0.250846,-0.182175,0.797808,0.591729,-0.710386,-1.030331,1.216170,-4.472682,-2.575849,9.145914,2.788009,-12.918750,13.741276,11.509799,27.522941,
30.900000,0.011596,0.104214,0.060606,0.484253,-0.681962,0.295375,0.959670,-0.213646,-1.337456,0.813811,-4.325466,-2.807346,9.086439,2.983348,-13.023162,13.640081,11.403019,27.565801,
31.000000,0.011472,0.104712,-0.199221,-0.213512,-0.509412,-0.392151,0.965381,0.404554,-1.495602,0.333072,-4.166240,-3.030781,9.022810,3.177368,-13.126799,13.538079,11.296067,27.608247,
31.100000,0.011338,0.105201,0.356859,0.278002,0.167671,-0.599216,0.606619,0.908161,-1.487316,-0.172903,-3.995444,-3.245532,8.955058,3.369983,-13.229653,13.435277,11.188946,27.650280,
31.200000,0.011195,0.105681,-0.368333,0.111815,0.695127,-0.128373,0.020212,1.104607,-1.313519,-0.648179,-3.813550,-3.451002,8.883213,3.561103,-13.331718,13.331681,11.081656,27.691899,
31.300000,0.011045,0.106153,0.349477,-0.081049,0.567645,0.566873,-0.569582,0.918340,-0.993412,-1.040203,-3.621059,-3.646618,8.807309,3.750643,-13.432987,13.227296,10.974200,27.733102,
31.400000,0.010887,0.106618,-0.188266,0.431267,-0.093186,0.819949,-0.936523,0.420428,-0.562367,-1.305612,-3.418505,-3.831836,8.727381,3.938514,-13.533456,13.122130,10.866578,27.773889,
31.500000,0.010720,0.107074,0.045430,-0.275467,-0.652835,0.385203,-0.939540,-0.198017,-0.068012,-1.415028,-3.206445,-4.006139,8.643464,4.124632,-13.633117,13.016187,10.758794,27.814260,
31.600000,0.010542,0.107521,0.174452,0.455136,-0.569308,-0.318797,-0.577545,-0.699308,0.435023,-1.356309,-2.985468,-4.169040,8.555599,4.308912,-13.731965,12.909474,10.650847,27.854214,
31.700000,0.010356,0.107955,-0.288196,-0.128270,0.076019,-0.610394,0.010147,-0.891050,0.891149,-1.135888,-2.756185,-4.320085,8.463825,4.491270,-13.829993,12.801997,10.542741,27.893749,
31.800000,0.010164,0.108374,0.392299,0.168442,0.658957,-0.210286,0.597983,-0.700106,1.249956,-0.778063,-2.519230,-4.458850,8.368184,4.671623,-13.927195,12.693763,10.434475,27.932867,
31.900000,0.009968,0.108781,-0.348493,0.233729,0.620586,0.495373,0.961048,-0.199934,1.471777,-0.322311,-2.275259,-4.584948,8.268721,4.849888,-14.023566,12.584778,10.326053,27.971565,
32.000000,0.009770,0.109177,0.275140,-0.171399,-0.002675,0.830173,0.960724,0.418203,1.532071,0.181066,-2.024947,-4.698024,8.165481,5.025985,-14.119100,12.475048,10.217475,28.009842,
32.100000,0.009568,0.109562,-0.078953,0.481014,-0.613088,0.470187,0.597040,0.918228,1.424141,0.676491,-1.768990,-4.797761,8.058511,5.199833,-14.213790,12.364580,10.108744,28.047700,
32.200000,0.009363,0.109937,-0.075038,-0.263612,-0.619997,-0.238851,0.008689,1.108890,1.159880,1.109257,-1.508096,-4.883877,7.947862,5.371354,-14.307631,12.253380,9.999860,28.085136,
32.300000,0.009152,0.110300,0.272174,0.391940,-0.016912,-0.610332,-0.579334,0.916815,0.768463,1.431573,-1.242989,-4.956130,7.833583,5.540468,-14.400616,12.141455,9.890826,28.122151,
32.400000,0.008939,0.110649,-0.347836,-0.020158,0.612147,-0.287423,-0.941488,0.415274,0.293127,1.607857,-0.974405,-5.014314,7.715728,5.707100,-14.492742,12.028812,9.781642,28.158742,
32.500000,0.008724,0.110986,0.391298,0.052622,0.663444,0.417308,-0.938575,-0.203267,-0.213617,1.618671,-0.703089,-5.058263,7.594350,5.871173,-14.584000,11.915456,9.672311,28.194911,
32.600000,0.008509,0.111309,-0.293024,0.342569,0.087777,0.828286,-0.571805,-0.701143,-0.695792,1.462875,-0.429796,-5.087852,7.469505,6.032613,-14.674387,11.801394,9.562835,28.230656,
32.700000,0.008293,0.111621,0.175363,-0.235630,-0.563362,0.548826,0.017682,-0.887331,-1.100150,1.157739,-0.155284,-5.102992,7.341251,6.191347,-14.763896,11.686634,9.453214,28.265977,
32.800000,0.008076,0.111919,0.038909,0.493650,-0.660559,-0.153647,0.603644,-0.690859,-1.382056,0.737027,0.119682,-5.103639,7.209646,6.347302,-14.852523,11.571182,9.343451,28.300873,
32.900000,0.007860,0.112203,-0.187406,-0.215938,-0.109553,-0.599034,0.961872,-0.187341,-1.510412,0.247258,0.394339,-5.089785,7.074752,6.500407,-14.940260,11.455045,9.233547,28.335343,
33.000000,0.007646,0.112472,0.344610,0.301164,0.555535,-0.358616,0.955599,0.430632,-1.471079,-0.257439,0.667921,-5.061465,6.936629,6.650594,-15.027104,11.338230,9.123504,28.369387,
33.100000,0.007437,0.112728,-0.371972,0.100381,0.695704,0.333856,0.587133,0.927004,-1.268430,-0.721295,0.939667,-5.018753,6.795341,6.797794,-15.113049,11.220743,9.013323,28.403004,
33.200000,0.007234,0.112972,0.354078,-0.058299,0.176894,0.814319,-0.003010,1.111876,-0.924866,-1.093054,1.208819,-4.961764,6.650954,6.941940,-15.198089,11.102591,8.903006,28.436194,
33.300000,0.007035,0.113206,-0.207480,0.427724,-0.504332,0.619848,-0.589149,0.914028,-0.478342,-1.331623,1.474628,-4.890653,6.503533,7.082966,-15.282219,10.983782,8.792555,28.468956,
33.400000,0.006839,0.113430,0.059637,-0.267242,-0.690200,-0.064570,-0.946446,0.408880,0.021808,-1.410612,1.736352,-4.805612,6.353146,7.220810,-15.365434,10.864323,8.681971,28.501289,
33.500000,0.006645,0.113642,0.153855,0.468433,-0.200312,-0.576662,-0.937538,-0.209753,0.520314,-1.321253,1.993261,-4.706876,6.199862,7.355408,-15.447729,10.744220,8.571256,28.533194,
33.600000,0.006456,0.113840,-0.280449,-0.136641,0.490104,-0.422755,-0.565930,-0.704196,0.962078,-1.073382,2.244638,-4.594715,6.043752,7.486700,-15.529099,10.623480,8.460412,28.564669,
33.700000,0.006274,0.114024,0.385132,0.191803,0.717007,0.246317,0.025375,-0.884788,1.298262,-0.694357,2.489781,-4.469438,5.884887,7.614627,-15.609539,10.502112,8.349440,28.595713,
33.800000,0.006102,0.114196,-0.357985,0.221537,0.263425,0.788544,0.609449,-0.682764,1.491700,-0.226034,2.728005,-4.331390,5.723339,7.739129,-15.689043,10.380121,8.238341,28.626327,
33.900000,0.005938,0.114358,0.284213,-0.153602,-0.436802,0.682165,0.962834,-0.175927,1.521003,0.279862,2.958644,-4.180954,5.559184,7.860152,-15.767608,10.257515,8.127119,28.656510,
34.000000,0.005783,0.114511,-0.100422,0.481098,-0.708231,0.026934,0.950654,0.441821,1.382920,0.767457,3.181053,-4.018545,5.392496,7.977641,-15.845227,10.134302,8.015773,28.686261,
34.100000,0.005637,0.114654,-0.060908,-0.262697,-0.287384,-0.543516,0.577500,0.934485,1.092690,1.182898,3.394611,-3.844613,5.223351,8.091542,-15.921896,10.010489,7.904307,28.715579,
34.200000,0.005501,0.114787,0.254884,0.408343,0.417199,-0.478598,-0.014311,1.113551,0.682362,1.480305,3.598719,-3.659641,5.051827,8.201804,-15.997612,9.886082,7.792721,28.744465,
34.300000,0.005375,0.114911,-0.344727,-0.033099,0.727165,0.156288,-0.598447,0.909964,0.197255,1.626832,3.792806,-3.464141,4.878004,8.308378,-16.072367,9.761091,7.681017,28.772917,
34.400000,0.005261,0.115027,0.390132,0.074518,0.346119,0.751488,-0.950796,0.401287,-0.309046,1.606299,3.976328,-3.258657,4.701959,8.411216,-16.146159,9.635521,7.569197,28.800936,
34.500000,0.005159,0.115138,-0.307169,0.331425,-0.361713,0.734889,-0.935847,-0.217345,-0.780611,1.420983,4.148773,-3.043761,4.523774,8.510271,-16.218983,9.509380,7.457263,28.828520,
34.600000,0.005065,0.115242,0.188335,-0.223934,-0.714258,0.119538,-0.559402,-0.708286,-1.165346,1.091374,4.309655,-2.820049,4.343531,8.605499,-16.290834,9.382676,7.345215,28.855669,
34.700000,0.004982,0.115339,0.017565,0.497896,-0.369323,-0.499996,0.033702,-0.883265,-1.420752,0.653904,4.458524,-2.588145,4.161311,8.696857,-16.361708,9.255416,7.233057,28.882383,
34.800000,0.004909,0.115427,-0.174482,-0.221879,0.338049,-0.525149,0.615892,-0.675720,-1.518625,0.156926,4.594963,-2.348694,3.977199,8.784304,-16.431599,9.127609,7.120789,28.908661,
34.900000,0.004851,0.115507,0.332511,0.319676,0.726108,0.065334,0.964484,-0.165587,-1.448170,-0.344639,4.718588,-2.102364,3.791279,8.867801,-16.500505,8.999261,7.008414,28.934502,
35.000000,0.004809,0.115583,-0.373595,0.084786,0.423744,0.703891,0.946465,0.451955,-1.217189,-0.795375,4.829054,-1.849841,3.603635,8.947312,-16.568421,8.870380,6.895932,28.959907,
35.100000,0.004782,0.115655,0.359274,-0.039309,-0.280165,0.777335,0.568683,0.940948,-0.851212,-1.145485,4.926050,-1.591829,3.414354,9.022799,-16.635342,8.740974,6.783346,28.984875,
35.200000,0.004768,0.115727,-0.224615,0.419387,-0.708095,0.211949,-0.024723,1.114232,-0.390673,-1.356294,5.009303,-1.329049,3.223521,9.094230,-16.701264,8.611050,6.670657,29.009404,
35.300000,0.004767,0.115798,0.075530,-0.262149,-0.444771,-0.446623,-0.606744,0.904944,0.113558,-1.404507,5.078580,-1.062232,3.031225,9.161573,-16.766184,8.480617,6.557868,29.033496,
35.400000,0.004777,0.115866,0.134952,0.477038,0.253960,-0.561547,-0.954022,0.392830,0.605786,-1.284786,5.133686,-0.792124,2.837552,9.224798,-16.830097,8.349682,6.444979,29.057149,
35.500000,0.004801,0.115932,-0.269795,-0.148220,0.713907,-0.024964,-0.932954,-0.225664,1.031639,-1.010333,5.174466,-0.519479,2.642592,9.283877,-16.892999,8.218253,6.331992,29.080363,
35.600000,0.004840,0.115996,0.379588,0.211317,0.495011,0.646676,-0.551657,-0.712969,1.344066,-0.611446,5.200806,-0.245059,2.446434,9.338784,-16.954886,8.086338,6.218909,29.103137,
35.700000,0.004893,0.116062,-0.363967,0.205543,-0.193604,0.808845,0.043226,-0.882243,1.508544,-0.132180,5.212632,0.030372,2.249166,9.389495,-17.015756,7.953944,6.105733,29.125472,
35.800000,0.004960,0.116128,0.295526,-0.138628,-0.689832,0.302603,0.623513,-0.669126,1.506897,0.374518,5.209910,0.306043,2.050880,9.435987,-17.075603,7.821079,5.992463,29.147366,
35.900000,0.005041,0.116196,-0.118609,0.477075,-0.512411,-0.384199,0.967316,-0.155674,1.339312,0.852665,5.192647,0.581184,1.851665,9.478240,-17.134424,7.687753,5.879103,29.168819,
36.000000,0.005135,0.116265,-0.043410,-0.264033,0.166309,-0.587065,0.943494,0.461670,1.024322,1.249436,5.160893,0.855028,1.651613,9.516236,-17.192216,7.553971,5.765654,29.189831,
36.100000,0.005245,0.116336,0.240427,0.421158,0.690786,-0.113056,0.561157,0.947016,0.596750,1.521009,5.114735,1.126810,1.450814,9.549958,-17.248974,7.419743,5.652117,29.210402,
36.200000,0.005371,0.116411,-0.337246,-0.048452,0.558876,0.580887,-0.033751,1.114592,0.103851,1.637401,5.054304,1.395770,1.249361,9.579392,-17.304696,7.285077,5.538494,29.230530,
36.300000,0.005511,0.116493,0.391832,0.093931,-0.103332,0.829112,-0.613582,0.899734,-0.399913,1.585777,4.979769,1.661157,1.047345,9.604525,-17.359378,7.149980,5.424788,29.250216,
36.400000,0.005664,0.116584,-0.316729,0.317396,-0.659728,0.390224,-0.955769,0.384340,-0.858880,1.371854,4.891340,1.922232,0.844858,9.625347,-17.413016,7.014461,5.310999,29.269460,
36.500000,0.005828,0.116681,0.204890,-0.213665,-0.571111,-0.313566,-0.928610,-0.233884,-1.222337,1.019273,4.789263,2.178264,0.641992,9.641848,-17.465607,6.878528,5.197130,29.288260,
36.600000,0.006001,0.116784,0.000305,0.499298,0.076513,-0.601128,-0.542490,-0.717468,-1.450112,0.566989,4.673826,2.428540,0.438840,9.654024,-17.517149,6.742188,5.083181,29.306617,
36.700000,0.006187,0.116892,-0.156921,-0.228804,0.657102,-0.197415,0.054157,-0.880963,-1.517014,0.064972,4.545353,2.672362,0.235494,9.661867,-17.567637,6.605451,4.969156,29.324529,
36.800000,0.006386,0.117005,0.324017,0.336199,0.614363,0.507691,0.632512,-0.662196,-1.415621,-0.431303,4.404204,2.909049,0.032048,9.665377,-17.617069,6.468324,4.855055,29.341998,
36.900000,0.006599,0.117128,-0.369916,0.067951,-0.010763,0.837996,0.971467,-0.145384,-1.157105,-0.866990,4.250774,3.137942,-0.171408,9.664552,-17.665441,6.330815,4.740881,29.359022,
37.000000,0.006824,0.117261,0.368184,-0.021060,-0.618291,0.473602,0.941797,0.471758,-0.770003,-1.193934,4.085494,3.358403,-0.374779,9.659393,-17.712751,6.192934,4.626634,29.375601,
37.100000,0.007060,0.117405,-0.236666,0.409498,-0.619927,-0.235686,0.554908,0.953443,-0.297060,-1.375994,3.908828,3.569818,-0.577973,9.649904,-17.758995,6.054687,4.512317,29.391735,
37.200000,0.007305,0.117560,0.095868,-0.256814,-0.013907,-0.603266,-0.041461,1.115336,0.209490,-1.393041,3.721270,3.771598,-0.780899,9.636090,-17.804172,5.916084,4.397932,29.407423,
37.300000,0.007560,0.117726,0.120400,0.484468,0.613414,-0.276319,-0.619061,0.894981,0.693708,-1.243178,3.523346,3.963183,-0.983463,9.617957,-17.848277,5.777132,4.283480,29.422665,
37.400000,0.007824,0.117902,-0.253834,-0.159305,0.660448,0.428596,-0.956145,0.376410,1.102124,-0.942949,3.315611,4.144040,-1.185574,9.595516,-17.891308,5.637841,4.168963,29.437461,
37.500000,0.008098,0.118092,0.377911,0.230750,0.082482,0.835558,-0.922929,-0.241430,1.389649,-0.525507,3.098647,4.313666,-1.387140,9.568776,-17.933263,5.498218,4.054382,29.451810,
37.600000,0.008379,0.118295,-0.364391,0.189711,-0.566257,0.551562,-0.532069,-0.721181,1.524547,-0.036946,2.873060,4.471592,-1.588069,9.537751,-17.974139,5.358271,3.939740,29.465713,
37.700000,0.008665,0.118512,0.310881,-0.122480,-0.658155,-0.151632,0.066230,-0.878828,1.491942,0.468783,2.639482,4.617378,-1.788269,9.502455,-18.013933,5.218010,3.825038,29.479168,
37.800000,0.008956,0.118739,-0.131856,0.473076,-0.103645,-0.593306,0.642554,-0.654401,1.295462,0.935832,2.398567,4.750622,-1.987651,9.462906,-18.052643,5.077443,3.710277,29.492176,
37.900000,0.009255,0.118978,-0.021183,-0.263407,0.560297,-0.348434,0.976616,-0.134247,0.956843,1.312625,2.150988,4.870956,-2.186123,9.419121,-18.090267,4.936578,3.595461,29.504736,
38.000000,0.009560,0.119229,0.230014,0.434637,0.696314,0.344973,0.941099,0.482686,0.513532,1.557556,1.897438,4.978047,-2.383595,9.371122,-18.126801,4.795424,3.480589,29.516848,
38.100000,0.009874,0.119496,-0.324464,-0.061838,0.174790,0.821971,0.549666,0.960739,0.014549,1.643598,1.638625,5.071601,-2.579978,9.318931,-18.162245,4.653989,3.365665,29.528512,
38.200000,0.010192,0.119779,0.397114,0.115210,-0.504581,0.622975,-0.048187,1.116999,-0.484939,1.561285,1.375272,5.151360,-2.775182,9.262572,-18.196595,4.512281,3.250689,29.539727,
38.300000,0.010512,0.120080,-0.321201,0.304946,-0.685305,-0.062597,-0.623595,0.891191,-0.929723,1.319755,1.108114,5.217107,-2.969119,9.202072,-18.229850,4.370310,3.135664,29.550494,
38.400000,0.010832,0.120395,0.225241,-0.200388,-0.191438,-0.571271,-0.955597,0.369501,-1.270645,0.945733,0.837898,5.268663,-3.161700,9.137457,-18.262007,4.228083,3.020592,29.560811,
